0,30,1007.7,31.0,46.21601,-0.002973633,-0.005449221,-87,-88,30,90
5,30,1007.7,31.0,46.31378,0.001977539,0.003354493,135,120
10,30,1007.7,31.0,46.3217,-0.002529297,0.001806639,-32,24
15,30,1007.7,30.9,46.44589,0.002529297,0.002524413,44,44,30,137
20,30,1007.7,30.9,46.39304,-0.001259766,0.00161621,-31,38,30,209
25,30,1007.7,30.8,45.93065,0.001660156,-0.01297852,113,-93,30,120
30,30,1007.7,30.8,46.33492,-0.00105957,-0.005278319,-15,-54
35,30,1007.7,30.8,46.51195,0.001508789,0.0005615242,121,148
40,30,1007.7,30.8,46.29264,-0.0005078125,0.004296876,-177,160
45,30,1007.7,30.8,46.19856,0.000789063,0.002156739,-25,29,30,120
50,30,1007.7,30.7,46.34922,-0.001894531,0.003489258,92,-47,30,115
55,30,1007.7,30.7,46.50988,0.001835938,0.001835938,-15,23,30,132
60,30,1007.7,30.6,46.39805,-0.0021875,0.00415625,-52,9,30,125
65,30,1007.7,30.6,46.28443,0.001623047,-0.003489258,67,-82,30,119
70,30,1007.7,30.6,46.22039,-0.001191406,0.002785156,-32,38,30,110
75,30,1007.7,30.6,46.33422,0.002382812,0.002109375,19,92,30,127
80,30,1007.7,30.5,46.47862,-0.001591797,-0.001953125,51,43,30,121
85,30,1007.7,30.5,46.55623,0.001425781,0.003145264,-45,27,30,137
90,30,1007.7,30.5,46.48987,-0.001566406,-0.001623047,10,-34,30,142
95,30,1007.7,30.5,46.42086,0.00259375,0.002785156,16,56,30,134
100,30,1007.7,30.5,46.35102,-0.001503906,-0.001779297,-29,78,30,120
105,30,1007.7,30.5,46.26942,0.002125,-0.002023437,-11,89,30,118
110,30,1007.7,30.5,46.34168,-0.001074219,0.001953125,33,-65,30,130
115,30,1007.7,30.5,46.42092,0.002617188,0.003144531,-47,41,30,126
120,30,1007.7,30.5,46.48709,-0.001757812,0.001533203,5,-15,30,131
125,30,1007.7,30.5,46.45012,0.001623047,-0.002017578,23,-26,30,127
130,30,1007.7,30.5,46.49821,-0.002324219,0.002646484,-12,45,30,135
135,30,1007.7,30.5,46.52387,0.001556641,-0.001716797,10,-31,30,133
140,30,1007.7,30.5,46.47021,-0.001801758,0.002117188,34,-12,30,128
145,30,1007.7,30.5,46.42391,0.002222656,-0.003107422,-20,62,30,140
150,30,1007.7,30.5,46.46023,-0.001523437,0.002433594,15,-14,30,122
155,30,1007.7,30.5,46.53728,0.001832031,0.003394531,7,-36,30,132
160,30,1007.7,30.5,46.51187,-0.00209375,-0.001875,26,-23,30,124
165,30,1007.7,30.5,46.45967,0.001910156,0.002841797,13,59,30,130
170,30,1007.7,30.5,46.42569,-0.002238281,-0.001466797,32,-19,30,139
175,30,1007.7,30.5,46.43872,0.001609375,0.003220703,-14,72,30,125
180,30,1007.7,30.5,46.47521,-0.001421875,-0.002394531,21,-50,30,136
185,30,1007.7,30.5,46.52673,0.00259375,0.001949219,8,41,30,128
190,30,1007.7,30.5,46.54254,-0.001650391,0.002888672,12,-22,30,122
195,30,1007.7,30.5,46.48902,0.001953125,-0.001943359,35,78,30,137
200,30,1007.7,30.5,46.43286,-0.002075195,-0.001513672,24,-17,30,133
205,30,1007.7,30.5,46.46257,0.001628906,0.002416992,-10,63,30,129
210,30,1007.7,30.5,46.52395,-0.002167969,0.002783203,16,-54,30,135
215,30,1007.7,30.5,46.50143,0.0015625,-0.00203125,20,12,30,140
220,30,1007.7,30.5,46.47154,-0.002179688,0.003115234,7,-46,30,126
225,30,1007.7,30.5,46.49601,0.001875,-0.001839844,31,53,30,132
230,30,1007.7,30.5,46.52197,-0.001779297,0.002208984,-12,-18,30,124
235,30,1007.7,30.5,46.47954,0.002298828,-0.003261719,24,66,30,138
240,30,1007.7,30.5,46.44014,-0.001572266,0.002558594,-5,-55,30,125
245,30,1007.7,30.5,46.49998,0.002044922,-0.001757812,27,72,30,133
250,30,1007.7,30.5,46.51578,-0.001882812,0.002226562,14,-45,30,129
255,30,1007.7,30.5,46.48712,0.001945312,-0.001957031,19,62,30,136
260,30,1007.7,30.5,46.47004,-0.001990234,0.002939453,32,-33,30,127
265,30,1007.7,30.5,46.50129,0.002261719,-0.001875,8,49,30,139
270,30,1007.7,30.5,46.53111,-0.001701172,0.002853516,24,-18,30,134
275,30,1007.7,30.5,46.47787,0.002087891,-0.001779297,12,71,30,126
280,30,1007.7,30.5,46.51268,-0.001644531,0.002162109,22,-29,30,140
285,30,1007.7,30.5,46.49113,0.001896484,-0.00278125,7,62,30,130
290,30,1007.7,30.5,46.50548,-0.001830078,0.001845703,29,-45,30,135
295,30,1007.7,30.5,46.48695,0.001564453,-0.002099609,16,80,30,129
300,30,1007.7,30.5,46.46368,-0.002189453,0.002259766,-2,-15,30,142
305,30,1007.7,30.5,46.47703,0.001982422,-0.001681641,24,47,30,126
310,30,1007.7,30.5,46.52029,-0.001572266,0.002519531,12,-32,30,138
315,30,1007.7,30.5,46.53692,0.001953125,-0.0015625,28,70,30,134
320,30,1007.7,30.5,46.48842,-0.001918945,0.002476562,7,-55,30,125
